-35.50118743065572;5.59314353430523;5.0
-37.99408236515421;0.59314353430523;5.0
-42.98839831275301;-8.76775960118643;5.0
-49.48953512323325;-16.21120355186013;5.0
-58.48925092061319;-22.05223620400576;5.0
-63.87394195695472;-27.05384584715014;5.0
-59.49419478602795;-30.72334009209478;5.0
-50.99514422021331;-33.73944124310585;5.0
-43.31995433337623;-37.33138736551113;5.0
-35.79852916123654;-38.93316449363757;5.0
-28.88590633849746;-35.51020982900758;5.0
-22.09548619538538;-30.09220152292887;5.0
-15.3910702240078;-24.98830318414461;5.0
-8.48195341828331;-20.57158285190146;5.0
-0.67627677942821;-18.07992691835009;5.0
7.51258789280077;-16.14075810506036;5.0
15.80195351143763;-14.09109186771831;5.0
24.07121894079291;-11.87602511518672;5.0
32.35486585492186;-10.6205422491499;5.0
41.61207912638962;-12.40650478322758;5.0
47.11207912638962;-13.03267445382551;5.0
42.82457912638962;-8.21994051970592;5.0
35.35959658539865;-0.84167738045065;5.0
32.28011055260586;7.51126101980483;5.0
32.32268406741545;17.20462779727514;5.0
32.86584567270457;24.76712779727514;5.0
